filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
1/img0300.png,-1,{},39,18,"{""cx"":504,""cy"":476,""name"":""point""}","{""name"":""L-mLT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,19,"{""cx"":481,""cy"":332,""name"":""point""}","{""name"":""L-hBC"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,20,"{""cx"":474,""cy"":344,""name"":""point""}","{""name"":""L-hCT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,21,"{""cx"":23.814648779838805,""cy"":33.411578745100755,""name"":""point""}","{""name"":""L-hFT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,22,"{""cx"":44.398234765485554,""cy"":30.85538713560213,""name"":""point""}","{""name"":""L-hTT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,23,"{""cx"":30.21895384086256,""cy"":41.077872126000486,""name"":""point""}","{""name"":""L-hLT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,24,"{""cx"":36.56136267923196,""cy"":35.94032841023059,""name"":""point""}","{""name"":""R-fBC"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,25,"{""cx"":10.234011085963319,""cy"":31.92752169176294,""name"":""point""}","{""name"":""R-fCT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,26,"{""cx"":487,""cy"":202,""name"":""point""}","{""name"":""R-fFT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,27,"{""cx"":507,""cy"":260,""name"":""point""}","{""name"":""R-fTT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,28,"{""cx"":502,""cy"":339,""name"":""point""}","{""name"":""R-fLT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,29,"{""cx"":489,""cy"":296,""name"":""point""}","{""name"":""R-mBC"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,30,"{""cx"":489,""cy"":308,""name"":""point""}","{""name"":""R-mCT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,31,"{""cx"":402,""cy"":251,""name"":""point""}","{""name"":""R-mFT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,32,"{""cx"":442,""cy"":309,""name"":""point""}","{""name"":""R-mTT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,33,"{""cx"":33.543571459914034,""cy"":38.102089942130895,""name"":""point""}","{""name"":""R-mLT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,34,"{""cx"":467,""cy"":321,""name"":""point""}","{""name"":""R-hBC"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,35,"{""cx"":460,""cy"":333,""name"":""point""}","{""name"":""R-hCT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,36,"{""cx"":366,""cy"":295,""name"":""point""}","{""name"":""R-hFT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,37,"{""cx"":295,""cy"":355,""name"":""point""}","{""name"":""R-hTT"",""instance_id"":""0""}"
1/img0300.png,-1,{},39,38,"{""cx"":196,""cy"":403,""name"":""point""}","{""name"":""R-hLT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,0,"{""cx"":809,""cy"":369,""name"":""point""}","{""name"":""L-wing"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,1,"{""cx"":37.25308809520092,""cy"":42.95014911104838,""name"":""point""}","{""name"":""L-wing-hinge"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,2,"{""cx"":329,""cy"":97,""name"":""point""}","{""name"":""R-wing"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,3,"{""cx"":434,""cy"":213,""name"":""point""}","{""name"":""R-wing-hinge"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,4,"{""cx"":388,""cy"":399,""name"":""point""}","{""name"":""abdomen-tip"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,5,"{""cx"":33.64358856117193,""cy"":18.76337696275289,""name"":""point""}","{""name"":""platform-tip"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,6,"{""cx"":27.28042960632272,""cy"":17.598776382835307,""name"":""point""}","{""name"":""L-platform-tip"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,7,"{""cx"":440,""cy"":394,""name"":""point""}","{""name"":""R-platform-tip"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,8,"{""cx"":449,""cy"":496,""name"":""point""}","{""name"":""platform-axis"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,9,"{""cx"":535,""cy"":256,""name"":""point""}","{""name"":""L-fBC"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,10,"{""cx"":521,""cy"":284,""name"":""point""}","{""name"":""L-fCT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,11,"{""cx"":560,""cy"":254,""name"":""point""}","{""name"":""L-fFT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,12,"{""cx"":549,""cy"":283,""name"":""point""}","{""name"":""L-fTT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,13,"{""cx"":516,""cy"":340,""name"":""point""}","{""name"":""L-fLT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,14,"{""cx"":510,""cy"":307,""name"":""point""}","{""name"":""L-mBC"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,15,"{""cx"":501,""cy"":319,""name"":""point""}","{""name"":""L-mCT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,16,"{""cx"":516,""cy"":328,""name"":""point""}","{""name"":""L-mFT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,17,"{""cx"":539,""cy"":383,""name"":""point""}","{""name"":""L-mTT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,18,"{""cx"":504,""cy"":476,""name"":""point""}","{""name"":""L-mLT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,19,"{""cx"":481,""cy"":332,""name"":""point""}","{""name"":""L-hBC"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,20,"{""cx"":474,""cy"":344,""name"":""point""}","{""name"":""L-hCT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,21,"{""cx"":39.093704998133305,""cy"":35.628821498752,""name"":""point""}","{""name"":""L-hFT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,22,"{""cx"":40.40005616190703,""cy"":41.192196326385016,""name"":""point""}","{""name"":""L-hTT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,23,"{""cx"":17.965590361848868,""cy"":14.478064753416016,""name"":""point""}","{""name"":""L-hLT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,24,"{""cx"":16.776912318337057,""cy"":22.42708806400583,""name"":""point""}","{""name"":""R-fBC"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,25,"{""cx"":38.51176210675585,""cy"":31.42661310698271,""name"":""point""}","{""name"":""R-fCT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,26,"{""cx"":487,""cy"":202,""name"":""point""}","{""name"":""R-fFT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,27,"{""cx"":507,""cy"":260,""name"":""point""}","{""name"":""R-fTT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,28,"{""cx"":505,""cy"":338,""name"":""point""}","{""name"":""R-fLT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,29,"{""cx"":489,""cy"":296,""name"":""point""}","{""name"":""R-mBC"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,30,"{""cx"":489,""cy"":308,""name"":""point""}","{""name"":""R-mCT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,31,"{""cx"":402,""cy"":251,""name"":""point""}","{""name"":""R-mFT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,32,"{""cx"":442,""cy"":309,""name"":""point""}","{""name"":""R-mTT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,33,"{""cx"":33.653524015919075,""cy"":40.7269416542891,""name"":""point""}","{""name"":""R-mLT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,34,"{""cx"":467,""cy"":321,""name"":""point""}","{""name"":""R-hBC"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,35,"{""cx"":460,""cy"":333,""name"":""point""}","{""name"":""R-hCT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,36,"{""cx"":366,""cy"":295,""name"":""point""}","{""name"":""R-hFT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,37,"{""cx"":297,""cy"":355,""name"":""point""}","{""name"":""R-hTT"",""instance_id"":""0""}"
1/img0301.png,-1,{},39,38,"{""cx"":196,""cy"":403,""name"":""point""}","{""name"":""R-hLT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,0,"{""cx"":810,""cy"":359,""name"":""point""}","{""name"":""L-wing"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,1,"{""cx"":40.30248996029106,""cy"":26.65226392880757,""name"":""point""}","{""name"":""L-wing-hinge"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,2,"{""cx"":487,""cy"":122,""name"":""point""}","{""name"":""R-wing"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,3,"{""cx"":434,""cy"":213,""name"":""point""}","{""name"":""R-wing-hinge"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,4,"{""cx"":388,""cy"":399,""name"":""point""}","{""name"":""abdomen-tip"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,5,"{""cx"":43.58632995806011,""cy"":30.440842931401036,""name"":""point""}","{""name"":""platform-tip"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,6,"{""cx"":11.111083534261576,""cy"":42.19794763946368,""name"":""point""}","{""name"":""L-platform-tip"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,7,"{""cx"":440,""cy"":394,""name"":""point""}","{""name"":""R-platform-tip"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,8,"{""cx"":447,""cy"":494,""name"":""point""}","{""name"":""platform-axis"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,9,"{""cx"":535,""cy"":256,""name"":""point""}","{""name"":""L-fBC"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,10,"{""cx"":521,""cy"":284,""name"":""point""}","{""name"":""L-fCT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,11,"{""cx"":560,""cy"":254,""name"":""point""}","{""name"":""L-fFT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,12,"{""cx"":549,""cy"":283,""name"":""point""}","{""name"":""L-fTT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,13,"{""cx"":517,""cy"":340,""name"":""point""}","{""name"":""L-fLT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,14,"{""cx"":510,""cy"":307,""name"":""point""}","{""name"":""L-mBC"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,15,"{""cx"":501,""cy"":319,""name"":""point""}","{""name"":""L-mCT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,16,"{""cx"":516,""cy"":328,""name"":""point""}","{""name"":""L-mFT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,17,"{""cx"":539,""cy"":383,""name"":""point""}","{""name"":""L-mTT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,18,"{""cx"":504,""cy"":476,""name"":""point""}","{""name"":""L-mLT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,19,"{""cx"":481,""cy"":332,""name"":""point""}","{""name"":""L-hBC"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,20,"{""cx"":474,""cy"":344,""name"":""point""}","{""name"":""L-hCT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,21,"{""cx"":43.12028437190334,""cy"":43.58415035248876,""name"":""point""}","{""name"":""L-hFT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,22,"{""cx"":30.78714810208166,""cy"":24.55919934147952,""name"":""point""}","{""name"":""L-hTT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,23,"{""cx"":42.68231559158654,""cy"":37.20515480467189,""name"":""point""}","{""name"":""L-hLT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,24,"{""cx"":22.272800247709128,""cy"":16.943244192698927,""name"":""point""}","{""name"":""R-fBC"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,25,"{""cx"":30.941220892289135,""cy"":18.716532022087826,""name"":""point""}","{""name"":""R-fCT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,26,"{""cx"":487,""cy"":202,""name"":""point""}","{""name"":""R-fFT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,27,"{""cx"":507,""cy"":260,""name"":""point""}","{""name"":""R-fTT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,28,"{""cx"":505,""cy"":339,""name"":""point""}","{""name"":""R-fLT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,29,"{""cx"":489,""cy"":296,""name"":""point""}","{""name"":""R-mBC"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,30,"{""cx"":489,""cy"":308,""name"":""point""}","{""name"":""R-mCT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,31,"{""cx"":402,""cy"":251,""name"":""point""}","{""name"":""R-mFT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,32,"{""cx"":442,""cy"":309,""name"":""point""}","{""name"":""R-mTT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,33,"{""cx"":16.851273222669512,""cy"":13.642853284969885,""name"":""point""}","{""name"":""R-mLT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,34,"{""cx"":467,""cy"":321,""name"":""point""}","{""name"":""R-hBC"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,35,"{""cx"":460,""cy"":333,""name"":""point""}","{""name"":""R-hCT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,36,"{""cx"":366,""cy"":295,""name"":""point""}","{""name"":""R-hFT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,37,"{""cx"":300,""cy"":358,""name"":""point""}","{""name"":""R-hTT"",""instance_id"":""0""}"
1/img0302.png,-1,{},39,38,"{""cx"":205,""cy"":407,""name"":""point""}","{""name"":""R-hLT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,0,"{""cx"":775,""cy"":462,""name"":""point""}","{""name"":""L-wing"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,1,"{""cx"":23.133967510971104,""cy"":15.91124731077118,""name"":""point""}","{""name"":""L-wing-hinge"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,2,"{""cx"":347,""cy"":193,""name"":""point""}","{""name"":""R-wing"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,3,"{""cx"":434,""cy"":213,""name"":""point""}","{""name"":""R-wing-hinge"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,4,"{""cx"":388,""cy"":399,""name"":""point""}","{""name"":""abdomen-tip"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,5,"{""cx"":20.728373100315203,""cy"":22.084189458034984,""name"":""point""}","{""name"":""platform-tip"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,6,"{""cx"":15.139804725978987,""cy"":29.55322184830355,""name"":""point""}","{""name"":""L-platform-tip"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,7,"{""cx"":440,""cy"":393,""name"":""point""}","{""name"":""R-platform-tip"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,8,"{""cx"":449,""cy"":492,""name"":""point""}","{""name"":""platform-axis"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,9,"{""cx"":535,""cy"":256,""name"":""point""}","{""name"":""L-fBC"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,10,"{""cx"":521,""cy"":284,""name"":""point""}","{""name"":""L-fCT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,11,"{""cx"":560,""cy"":254,""name"":""point""}","{""name"":""L-fFT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,12,"{""cx"":549,""cy"":283,""name"":""point""}","{""name"":""L-fTT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,13,"{""cx"":519,""cy"":339,""name"":""point""}","{""name"":""L-fLT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,14,"{""cx"":510,""cy"":307,""name"":""point""}","{""name"":""L-mBC"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,15,"{""cx"":501,""cy"":319,""name"":""point""}","{""name"":""L-mCT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,16,"{""cx"":516,""cy"":328,""name"":""point""}","{""name"":""L-mFT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,17,"{""cx"":539,""cy"":383,""name"":""point""}","{""name"":""L-mTT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,18,"{""cx"":504,""cy"":476,""name"":""point""}","{""name"":""L-mLT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,19,"{""cx"":481,""cy"":332,""name"":""point""}","{""name"":""L-hBC"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,20,"{""cx"":474,""cy"":344,""name"":""point""}","{""name"":""L-hCT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,21,"{""cx"":34.16808111696639,""cy"":19.563346708696315,""name"":""point""}","{""name"":""L-hFT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,22,"{""cx"":36.33577970589097,""cy"":37.622696262363185,""name"":""point""}","{""name"":""L-hTT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,23,"{""cx"":39.744338258146186,""cy"":18.881525565267438,""name"":""point""}","{""name"":""L-hLT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,24,"{""cx"":30.670437449546377,""cy"":17.72739621542472,""name"":""point""}","{""name"":""R-fBC"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,25,"{""cx"":28.698788928096178,""cy"":34.93135343012935,""name"":""point""}","{""name"":""R-fCT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,26,"{""cx"":487,""cy"":202,""name"":""point""}","{""name"":""R-fFT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,27,"{""cx"":507,""cy"":260,""name"":""point""}","{""name"":""R-fTT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,28,"{""cx"":508,""cy"":338,""name"":""point""}","{""name"":""R-fLT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,29,"{""cx"":489,""cy"":296,""name"":""point""}","{""name"":""R-mBC"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,30,"{""cx"":489,""cy"":308,""name"":""point""}","{""name"":""R-mCT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,31,"{""cx"":402,""cy"":251,""name"":""point""}","{""name"":""R-mFT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,32,"{""cx"":442,""cy"":309,""name"":""point""}","{""name"":""R-mTT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,33,"{""cx"":10.0201116296005,""cy"":16.48180972704684,""name"":""point""}","{""name"":""R-mLT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,34,"{""cx"":467,""cy"":321,""name"":""point""}","{""name"":""R-hBC"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,35,"{""cx"":460,""cy"":333,""name"":""point""}","{""name"":""R-hCT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,36,"{""cx"":366,""cy"":295,""name"":""point""}","{""name"":""R-hFT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,37,"{""cx"":299,""cy"":357,""name"":""point""}","{""name"":""R-hTT"",""instance_id"":""0""}"
1/img0303.png,-1,{},39,38,"{""cx"":205,""cy"":406,""name"":""point""}","{""name"":""R-hLT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,0,"{""cx"":670,""cy"":515,""name"":""point""}","{""name"":""L-wing"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,1,"{""cx"":13.372808413797006,""cy"":21.720217283206413,""name"":""point""}","{""name"":""L-wing-hinge"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,2,"{""cx"":200,""cy"":186,""name"":""point""}","{""name"":""R-wing"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,3,"{""cx"":434,""cy"":213,""name"":""point""}","{""name"":""R-wing-hinge"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,4,"{""cx"":388,""cy"":399,""name"":""point""}","{""name"":""abdomen-tip"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,5,"{""cx"":23.847605647772617,""cy"":15.637667003551359,""name"":""point""}","{""name"":""platform-tip"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,6,"{""cx"":42.286172141954786,""cy"":44.26283880265352,""name"":""point""}","{""name"":""L-platform-tip"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,7,"{""cx"":440,""cy"":394,""name"":""point""}","{""name"":""R-platform-tip"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,8,"{""cx"":449,""cy"":492,""name"":""point""}","{""name"":""platform-axis"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,9,"{""cx"":535,""cy"":256,""name"":""point""}","{""name"":""L-fBC"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,10,"{""cx"":521,""cy"":284,""name"":""point""}","{""name"":""L-fCT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,11,"{""cx"":560,""cy"":254,""name"":""point""}","{""name"":""L-fFT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,12,"{""cx"":549,""cy"":283,""name"":""point""}","{""name"":""L-fTT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,13,"{""cx"":517,""cy"":339,""name"":""point""}","{""name"":""L-fLT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,14,"{""cx"":510,""cy"":307,""name"":""point""}","{""name"":""L-mBC"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,15,"{""cx"":501,""cy"":319,""name"":""point""}","{""name"":""L-mCT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,16,"{""cx"":516,""cy"":328,""name"":""point""}","{""name"":""L-mFT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,17,"{""cx"":539,""cy"":383,""name"":""point""}","{""name"":""L-mTT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,18,"{""cx"":504,""cy"":476,""name"":""point""}","{""name"":""L-mLT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,19,"{""cx"":481,""cy"":332,""name"":""point""}","{""name"":""L-hBC"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,20,"{""cx"":474,""cy"":344,""name"":""point""}","{""name"":""L-hCT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,21,"{""cx"":34.942416785638585,""cy"":17.824409139936765,""name"":""point""}","{""name"":""L-hFT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,22,"{""cx"":43.660351824492125,""cy"":32.74307899455785,""name"":""point""}","{""name"":""L-hTT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,23,"{""cx"":13.228049855085075,""cy"":23.811455260151583,""name"":""point""}","{""name"":""L-hLT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,24,"{""cx"":21.50709811344163,""cy"":12.338960099571775,""name"":""point""}","{""name"":""R-fBC"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,25,"{""cx"":14.362972667241923,""cy"":29.031779562209206,""name"":""point""}","{""name"":""R-fCT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,26,"{""cx"":487,""cy"":202,""name"":""point""}","{""name"":""R-fFT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,27,"{""cx"":507,""cy"":260,""name"":""point""}","{""name"":""R-fTT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,28,"{""cx"":505,""cy"":339,""name"":""point""}","{""name"":""R-fLT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,29,"{""cx"":489,""cy"":296,""name"":""point""}","{""name"":""R-mBC"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,30,"{""cx"":489,""cy"":308,""name"":""point""}","{""name"":""R-mCT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,31,"{""cx"":402,""cy"":251,""name"":""point""}","{""name"":""R-mFT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,32,"{""cx"":442,""cy"":309,""name"":""point""}","{""name"":""R-mTT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,33,"{""cx"":23.276079726558073,""cy"":29.333262934619807,""name"":""point""}","{""name"":""R-mLT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,34,"{""cx"":467,""cy"":321,""name"":""point""}","{""name"":""R-hBC"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,35,"{""cx"":460,""cy"":333,""name"":""point""}","{""name"":""R-hCT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,36,"{""cx"":366,""cy"":295,""name"":""point""}","{""name"":""R-hFT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,37,"{""cx"":300,""cy"":359,""name"":""point""}","{""name"":""R-hTT"",""instance_id"":""0""}"
1/img0304.png,-1,{},39,38,"{""cx"":202,""cy"":409,""name"":""point""}","{""name"":""R-hLT"",""instance_id"":""0""}"
1/img0305.png,-1,{},39,0,"{""cx"":535,""cy"":470,""name"":""point""}","{""name"":""L-wing"",""instance_id"":""0""}"
